13609,117,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Display,3,,2,,2
13610,117,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Email marketing,3,,2,,2
13611,117,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Multi-channel marketing,3,,2,,2
13612,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Data Strategy,2,3,2,2,2
13613,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Corporate Strategy,1,4,2,3,2
13614,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Competitive Strategy,1,3,2,3,2
13615,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Business Case Writing,2,3,2,2,2
13616,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Product Development,3,,2,0,2
13617,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Project Management,1,4,2,0,2
13618,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Program Management ,1,4,2,3,2
13619,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership","Financial Analysis (DCF, NPV, ROI, Cost Benefit Analysis, Market Research)",2,3,2,0,2
13620,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Sensitivity Analysis,2,,2,1,2
13621,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership","Go to Market (GTM Strategy, Outreach, RFP Response, SOW writing, Relationship Mgmt., Salesforce)",1,4,2,2,2
13622,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Orals Experience,2,4,2,3,2
13623,118,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Recruiting,2,4,2,3,2
13624,118,CORE CONSULTING,1,Functional Experience,Public Speaking,2,5,2,3,2
13625,118,CORE CONSULTING,1,Functional Experience,Product Management ,1,1,2,0,2
13626,118,CORE CONSULTING,1,Functional Experience,Sales & Marketing,1,3,2,2,2
13627,118,CORE CONSULTING,1,Functional Experience,Project Management,1,3,2,0,2
13628,118,CORE CONSULTING,1,Functional Experience,Dev Ops,1,1,2,0,2
13629,118,CORE CONSULTING,1,Functional Experience,Finance,2,4,2,2,2
13630,118,CORE CONSULTING,1,Functional Experience,Operations,2,5,2,3,2
13631,118,CORE CONSULTING,1,Functional Experience,HR,2,5,2,2,2
13632,118,CORE CONSULTING,1,Functional Experience,Supply Chain & Inventory Management,2,5,2,2,2
13633,118,CORE CONSULTING,1,Industry Vertical Experience,High Tech,1,3,2,2,2
13634,118,CORE CONSULTING,1,Industry Vertical Experience,Financial Services,2,3,2,2,2
13635,118,CORE CONSULTING,1,Industry Vertical Experience,Communications / Telecom,1,4,2,2,2
13636,118,CORE CONSULTING,1,Industry Vertical Experience,Retail,2,3,2,2,2
13637,118,CORE CONSULTING,1,Industry Vertical Experience,Healthcare & Life Sciences,2,4,2,3,2
13638,118,CORE CONSULTING,1,Industry Vertical Experience,Media & Entertainment,3,,2,1,2
13639,118,CORE CONSULTING,1,Industry Vertical Experience,Manufacturing,2,5,2,3,2
13640,118,CORE CONSULTING,1,Industry Vertical Experience,PubSec,2,3,2,3,2
13641,118,CORE CONSULTING,1,Education,MBA,2,,1,,2
13642,118,CORE CONSULTING,1,Education,<OTHER HERE>,3,,2,,2
13643,118,CORE CONSULTING,1,Education,<OTHER HERE>,3,,2,,2
13644,118,CORE CONSULTING,1,Education,<OTHER HERE>,3,,2,,2
13645,118,PROGRAM MANAGEMENT,3,General,PMO,1,4,2,2,2
13646,118,PROGRAM MANAGEMENT,3,General,Cross functional delivery management,1,4,2,2,2
13647,118,PROGRAM MANAGEMENT,3,General,Organizational structure definition,1,5,2,2,2
13648,118,PROGRAM MANAGEMENT,3,General,Process definition and improvement,1,5,2,2,2
13649,118,PROGRAM MANAGEMENT,3,General,Risk management,1,4,2,2,2
13650,118,PROGRAM MANAGEMENT,3,General,Communications management,1,5,2,3,2
13651,118,PROGRAM MANAGEMENT,3,General,Project Management Structure ,1,4,2,0,2
13652,118,PROGRAM MANAGEMENT,3,General,Program Documentation and Planning,1,4,2,2,2
13653,118,PROGRAM MANAGEMENT,3,General,Technical Project Management,1,4,2,2,2
13654,118,PROGRAM MANAGEMENT,3,General,RFP Development and Execution,2,4,2,2,2
13655,118,PROGRAM MANAGEMENT,3,General,Budget Management ,2,4,2,2,2
13656,118,PROGRAM MANAGEMENT,3,Execution Experience ,Kanban method,2,3,2,1,2
13657,118,PROGRAM MANAGEMENT,3,Execution Experience ,Waterfall,2,3,2,1,2
13658,118,PROGRAM MANAGEMENT,3,Execution Experience ,Water-gile (hybrid),2,1,2,1,2
13659,118,PROGRAM MANAGEMENT,3,Execution Experience ,Offshore Delivery Model Experience (delivery role),3,,2,1,2
13660,118,PROGRAM MANAGEMENT,3,Execution Experience ,Offshore Delivery Model Experience (leadership role),3,,2,1,2
13661,118,PROGRAM MANAGEMENT,3,Execution Experience ,<OTHER HERE>,3,,2,,2
13662,118,PROGRAM MANAGEMENT,3,Project Management Suites,VersionOne,3,,2,1,2
13663,118,PROGRAM MANAGEMENT,3,Project Management Suites,Microsoft Project,2,3,2,1,2
13664,118,PROGRAM MANAGEMENT,3,Project Management Suites,JIRA,1,1,2,1,2
13665,118,PROGRAM MANAGEMENT,3,Certifications,PMP / Project Management Professional,3,,2,0,2
13666,118,PROGRAM MANAGEMENT,3,Certifications,PMI - ACP,3,,2,0,2
13667,118,PROGRAM MANAGEMENT,3,Certifications,<OTHER HERE>,3,,2,,2
13668,118,PROGRAM MANAGEMENT,3,Certifications,<OTHER HERE>,3,,2,,2
13669,118,Product Management ,1,General Tools ,Rally ,1,,2,1,2
13670,118,Product Management ,1,General Tools ,Slack,3,,2,1,2
13671,118,Product Management ,1,General Tools ,Asana,3,,2,1,2
13672,118,Product Management ,1,General Tools ,Trello ,1,4,2,3,2
13673,118,Product Management ,1,General Tools ,<OTHER HERE>,3,,2,,2
13674,118,Product Management ,1,Certifications ,SAFe Product Manager/Product Owner certification,3,,2,0,2
13675,118,Product Management ,1,Certifications ,SAFe Agilest,3,,2,0,2
13676,118,Product Management ,1,Certifications ,PMI - ACP,3,,2,0,2
13677,118,Product Management ,1,Certifications ,Certified Scrum Master/Product Owner,3,,2,0,2
13678,118,Product Management ,1,Certifications ,Certified Scrum Professional,3,,2,0,2
13679,118,Product Management ,1,Certifications ,Professional Scrum Master/Product Owner,3,,2,0,2
13680,118,Product Management ,1,Certifications ,<OTHER HERE>,3,,2,,2
13681,118,Product Management ,1,Certifications ,<OTHER HERE>,3,,2,,2
13682,118,Product Management ,3,General / UX Design,General,1,4,2,3,2
13683,118,Product Management ,3,General / UX Design,General,1,1,2,1,2
13684,118,Product Management ,3,General / UX Design,General,1,4,2,2,2
13685,118,Product Management ,3,General / UX Design,General,1,5,2,3,2
13686,118,Product Management ,3,General / UX Design,General,2,4,2,3,2
13687,118,Product Management ,3,General / UX Design,UX Design,1,3,2,1,2
13688,118,Product Management ,3,General / UX Design,UX Design,1,1,2,1,2
13689,118,Product Management ,3,General / UX Design,UX Design,1,3,2,1,2
13690,118,Product Management ,3,General / UX Design,UX Design,3,,2,1,2
13691,118,Product Management ,3,Strategy & Execution,Product strategy,1,3,2,2,2
13692,118,Product Management ,3,Strategy & Execution,KPI definition,1,4,2,2,2
13693,118,Product Management ,3,Strategy & Execution,Requirements definition,1,3,2,1,2
13694,118,Product Management ,3,Strategy & Execution,Requirements prioritization,1,3,2,1,2
13695,118,Product Management ,3,Strategy & Execution,Road-mapping,1,4,2,2,2
13696,118,Product Management ,3,Strategy & Execution,Backlog refinement,1,3,2,1,2
13697,118,Product Management ,3,Strategy & Execution,Business Case Creation and Budget Management,2,3,2,2,2
13698,118,DIGITAL ENABLEMENT,4,MarTech,Analytics,1,1,2,1,2
13699,118,DIGITAL ENABLEMENT,4,MarTech,Content Management Systems,1,,2,0,2
13700,118,DIGITAL ENABLEMENT,4,MarTech,A/B & Multi-Variate Testing,1,,2,0,2
13701,118,DIGITAL ENABLEMENT,4,MarTech,Personalization & Targeting Engines,1,,2,0,2
13702,118,DIGITAL ENABLEMENT,4,MarTech,Digital Asset Management,1,,2,0,2
13703,118,DIGITAL ENABLEMENT,4,MarTech,E-Mail / Marketing Automation Platforms,1,1,2,1,2
13704,118,DIGITAL ENABLEMENT,4,MarTech,Data Management Platforms (DMP),1,,2,1,2
13705,118,DIGITAL ENABLEMENT,4,MarTech,Social Marketing Platforms,1,,2,1,2
13706,118,DIGITAL ENABLEMENT,4,MarTech,<OTHER HERE>,3,,2,,2
13707,118,DIGITAL ENABLEMENT,4,MarTech,<OTHER HERE>,3,,2,,2
13708,118,DIGITAL ENABLEMENT,4,MarTech,<OTHER HERE>,3,,2,,2
13709,118,DIGITAL ENABLEMENT,4,e-Commerce,Core E-Commerce Platforms,3,,2,1,2
13710,118,DIGITAL ENABLEMENT,4,e-Commerce,Subscription Engines,3,,2,1,2
13711,118,DIGITAL ENABLEMENT,4,e-Commerce,Product Information Management (PIM),3,,2,1,2
13712,118,DIGITAL ENABLEMENT,4,e-Commerce,Search Engine,3,,2,1,2
13713,118,DIGITAL ENABLEMENT,4,e-Commerce,<OTHER HERE>,3,,2,,2
13714,118,DIGITAL ENABLEMENT,4,e-Commerce,<OTHER HERE>,3,,2,,2
13715,118,DIGITAL ENABLEMENT,4,e-Commerce,<OTHER HERE>,3,,2,,2
13716,118,DIGITAL ENABLEMENT,4,CRM,CRM,2,3,2,1,2
13717,118,DIGITAL ENABLEMENT,4,ERP,ERP,2,4,2,2,2
13718,118,DIGITAL ENABLEMENT,4,Cloud,Cloud,2,3,2,1,2
13719,118,DIGITAL ENABLEMENT,4,Mobile,Native,2,,2,0,2
13720,118,DIGITAL ENABLEMENT,4,Mobile,Hybrid,2,,2,0,2
13721,118,DIGITAL ENABLEMENT,2,General,Platform Architecture Design & Definition,3,,2,0,2
13722,118,DIGITAL ENABLEMENT,2,General,Platform Evaluation & Selection,2,1,2,1,2
13723,118,DIGITAL ENABLEMENT,2,General,Enterprise Architecture Design & Definition,3,,2,1,2
13724,118,DIGITAL ENABLEMENT,2,General,Buy vs. Build Assessments,2,1,2,1,2
13725,118,DIGITAL ENABLEMENT,2,General,Functional Architecture Design & Definition,3,,2,0,2
13726,118,DIGITAL ENABLEMENT,2,General,Technical Integration Design & Implementation,3,,2,0,2
13727,118,DIGITAL ENABLEMENT,2,General,Technical Specification Documentation,3,,2,0,2
13728,118,DIGITAL ENABLEMENT,2,General,Java / J2EE Development,3,,2,0,2
13729,118,DIGITAL ENABLEMENT,2,General,C# / .Net Development,3,,2,0,2
13730,118,DIGITAL ENABLEMENT,2,General,Scripting Technologies (Specify),3,,2,0,2
13731,118,DIGITAL ENABLEMENT,2,General,"Mobile App Development (Hybrid/Native, Specify)",3,,2,0,2
13732,118,DIGITAL ENABLEMENT,2,General,E-Commerce Catalog Design & Definition,3,,2,0,2
13733,118,DIGITAL ENABLEMENT,2,General,End-to-End Testing,3,,2,0,2
13734,118,DIGITAL ENABLEMENT,2,General,Performance Testing,3,,2,0,2
13735,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Percolate (Campaign Planning),3,,2,,2
13736,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Sprinklr (Campaign Planning),3,,2,,2
13737,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Adobe Analytics (Campaign Optimization),1,1,2,1,2
13738,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Tableau (Campaign Optimization),1,4,2,3,2
13739,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Pardot (Campaign Optimization),3,,2,1,2
13740,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Salesforce (Leads),2,3,2,1,2
13741,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Marketo (Leads /Campaign Planning),3,,2,1,2
13742,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Hubspot (Leads),3,,2,1,2
13743,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,SugarCRM (Leads),3,,2,1,2
13744,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Brightedge (SEO/SEM),3,,2,1,2
13745,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,MOZ (SEO/SEM),3,,2,1,2
13746,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Facebook Advertising/Engagement (Social),3,,2,1,2
13747,118,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Twitter Advertising/Engagement (Social),3,,2,1,2
13748,118,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Campaign planning campaign execution,1,3,2,1,2
13749,118,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Lead management,1,3,2,1,2
13750,118,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Order management Fulfillment,1,3,2,1,2
13751,118,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,SEO/SEM,3,,2,0,2
13752,118,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Social,3,,2,1,2
13753,118,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Display,3,,2,0,2
13754,118,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Email marketing,1,3,2,1,2
13755,118,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Multi-channel marketing,1,1,2,1,2
13756,119,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Data Strategy,3,,2,,2
