id,emp id,core comp,categ,tool_cap,skills,exp,Level,cert,interest,
7820,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Data Strategy,2,7,2,1 - Develop,2
7821,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Corporate Strategy,2,7,2,1 - Develop,2
7822,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Competitive Strategy,2,7,2,1 - Develop,2
7823,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Business Case Writing,2,7,2,1 - Develop,2
7824,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Product Development,1,7,2,1 - Develop,2
7825,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Project Management,1,7,2,0 - Avoid,2
7826,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Program Management ,1,7,2,0 - Avoid,2
7827,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership","Financial Analysis (DCF, NPV, ROI, Cost Benefit Analysis, Market Research)",2,6,2,1 - Develop,2
7828,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Sensitivity Analysis,3,6,2,1 - Develop,2
7829,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership","Go to Market (GTM Strategy, Outreach, RFP Response, SOW writing, Relationship Mgmt., Salesforce)",2,6,2,1 - Develop,2
7830,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Orals Experience,3,6,2,,2
7831,78,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Recruiting,2,7,2,0 - Avoid,2
7832,78,CORE CONSULTING,1,Functional Experience,Public Speaking,1,8,2,1 - Develop,2
7833,78,CORE CONSULTING,1,Functional Experience,Product Management ,1,8,1,3 - Accelerate,2
7834,78,CORE CONSULTING,1,Functional Experience,Sales & Marketing,2,6,2,1 - Develop,2
7835,78,CORE CONSULTING,1,Functional Experience,Project Management,1,7,1,0 - Avoid,2
7836,78,CORE CONSULTING,1,Functional Experience,Dev Ops,1,8,2,2 - Engage,2
7837,78,CORE CONSULTING,1,Functional Experience,Finance,3,6,2,1 - Develop,2
7838,78,CORE CONSULTING,1,Functional Experience,Operations,3,6,2,0 - Avoid,2
7839,78,CORE CONSULTING,1,Functional Experience,HR,3,6,2,0 - Avoid,2
7840,78,CORE CONSULTING,1,Functional Experience,Supply Chain & Inventory Management,3,6,2,1 - Develop,2
7841,78,CORE CONSULTING,1,Industry Vertical Experience,High Tech,1,8,2,2 - Engage,2
7842,78,CORE CONSULTING,1,Industry Vertical Experience,Financial Services,3,6,2,1 - Develop,2
7843,78,CORE CONSULTING,1,Industry Vertical Experience,Communications / Telecom,1,8,2,2 - Engage,2
7844,78,CORE CONSULTING,1,Industry Vertical Experience,Retail,1,7,2,1 - Develop,2
7845,78,CORE CONSULTING,1,Industry Vertical Experience,Healthcare & Life Sciences,3,6,2,1 - Develop,2
7846,78,CORE CONSULTING,1,Industry Vertical Experience,Media & Entertainment,3,6,2,1 - Develop,2
7847,78,CORE CONSULTING,1,Industry Vertical Experience,Manufacturing,3,6,2,0 - Avoid,2
7848,78,CORE CONSULTING,1,Industry Vertical Experience,PubSec,3,6,2,0 - Avoid,2
7849,78,CORE CONSULTING,1,Education,MBA,,,2,,2
7850,78,CORE CONSULTING,1,Education,<OTHER HERE>,,,2,,2
7851,78,CORE CONSULTING,1,Education,<OTHER HERE>,,,2,,2
7852,78,CORE CONSULTING,1,Education,<OTHER HERE>,,,2,,2
7853,78,PROGRAM MANAGEMENT,3,General,PMO,,,2,,2
7854,78,PROGRAM MANAGEMENT,3,General,Cross functional delivery management,,,2,,2
7855,78,PROGRAM MANAGEMENT,3,General,Organizational structure definition,,,2,,2
7856,78,PROGRAM MANAGEMENT,3,General,Process definition and improvement,,,2,,2
7857,78,PROGRAM MANAGEMENT,3,General,Risk management,,,2,,2
7858,78,PROGRAM MANAGEMENT,3,General,Communications management,,,2,,2
7859,78,PROGRAM MANAGEMENT,3,General,Project Management Structure ,,,2,,2
7860,78,PROGRAM MANAGEMENT,3,General,Program Documentation and Planning,,,2,,2
7861,78,PROGRAM MANAGEMENT,3,General,Technical Project Management,,,2,,2
7862,78,PROGRAM MANAGEMENT,3,General,RFP Development and Execution,,,2,,2
7863,78,PROGRAM MANAGEMENT,3,General,Budget Management ,,,2,,2
7864,78,PROGRAM MANAGEMENT,3,Execution Experience ,Kanban method,,,2,,2
7865,78,PROGRAM MANAGEMENT,3,Execution Experience ,Waterfall,,,2,,2
7866,78,PROGRAM MANAGEMENT,3,Execution Experience ,Water-gile (hybrid),,,2,,2
7867,78,PROGRAM MANAGEMENT,3,Execution Experience ,Offshore Delivery Model Experience (delivery role),,,2,,2
7868,78,PROGRAM MANAGEMENT,3,Execution Experience ,Offshore Delivery Model Experience (leadership role),,,2,,2
7869,78,PROGRAM MANAGEMENT,3,Execution Experience ,<OTHER HERE>,,,2,,2
7870,78,PROGRAM MANAGEMENT,3,Project Management Suites,VersionOne,,,2,,2
7871,78,PROGRAM MANAGEMENT,3,Project Management Suites,Microsoft Project,,,2,,2
7872,78,PROGRAM MANAGEMENT,3,Project Management Suites,JIRA,,,2,,2
7873,78,PROGRAM MANAGEMENT,3,Certifications,PMP / Project Management Professional,,,2,,2
7874,78,PROGRAM MANAGEMENT,3,Certifications,PMI - ACP,,,2,,2
7875,78,PROGRAM MANAGEMENT,3,Certifications,<OTHER HERE>,,,2,,2
7876,78,PROGRAM MANAGEMENT,3,Certifications,<OTHER HERE>,,,2,,2
7877,78,Product Management ,1,General Tools ,Rally ,1,9,2,2 - Engage,2
7878,78,Product Management ,1,General Tools ,Slack,1,9,2,2 - Engage,2
7879,78,Product Management ,1,General Tools ,Asana,1,7,2,1 - Develop,2
7880,78,Product Management ,1,General Tools ,Trello ,1,8,2,2 - Engage,2
7881,78,Product Management ,1,General Tools ,<OTHER HERE>,,,2,,2
7882,78,Product Management ,1,Certifications ,SAFe Product Manager/Product Owner certification,1,9,1,2 - Engage,2
7883,78,Product Management ,1,Certifications ,SAFe Agilest,,,2,,2
7884,78,Product Management ,1,Certifications ,PMI - ACP,1,9,1,2 - Engage,2
7885,78,Product Management ,1,Certifications ,Certified Scrum Master/Product Owner,1,9,1,2 - Engage,2
7886,78,Product Management ,1,Certifications ,Certified Scrum Professional,,,2,,2
7887,78,Product Management ,1,Certifications ,Professional Scrum Master/Product Owner,,,2,,2
7888,78,Product Management ,1,Certifications ,SAFe Scaled Product Consultant (SPC),1,8,1,2 - Engage,2
7889,78,Product Management ,1,Certifications ,<OTHER HERE>,,,2,,2
7890,78,Product Management ,3,General / UX Design,General,1,8,2,3 - Accelerate,2
7891,78,Product Management ,3,General / UX Design,General,1,8,2,3 - Accelerate,2
7892,78,Product Management ,3,General / UX Design,General,1,7,2,3 - Accelerate,2
7893,78,Product Management ,3,General / UX Design,General,1,7,2,3 - Accelerate,2
7894,78,Product Management ,3,General / UX Design,General,2,6,2,3 - Accelerate,2
7895,78,Product Management ,3,General / UX Design,UX Design,1,8,2,3 - Accelerate,2
7896,78,Product Management ,3,General / UX Design,UX Design,1,9,2,3 - Accelerate,2
7897,78,Product Management ,3,General / UX Design,UX Design,1,9,2,3 - Accelerate,2
7898,78,Product Management ,3,General / UX Design,UX Design,1,8,2,3 - Accelerate,2
7899,78,Product Management ,3,Strategy & Execution,Product strategy,1,7,2,3 - Accelerate,2
7900,78,Product Management ,3,Strategy & Execution,KPI definition,2,6,2,3 - Accelerate,2
7901,78,Product Management ,3,Strategy & Execution,Requirements definition,1,8,2,3 - Accelerate,2
7902,78,Product Management ,3,Strategy & Execution,Requirements prioritization,1,8,2,3 - Accelerate,2
7903,78,Product Management ,3,Strategy & Execution,Road-mapping,1,8,2,3 - Accelerate,2
7904,78,Product Management ,3,Strategy & Execution,Backlog refinement,1,8,2,3 - Accelerate,2
7905,78,Product Management ,3,Strategy & Execution,Business Case Creation and Budget Management,2,6,2,3 - Accelerate,2
7906,78,DIGITAL ENABLEMENT,4,MarTech,Analytics,,,2,,2
7907,78,DIGITAL ENABLEMENT,4,MarTech,Content Management Systems,,,2,,2
7908,78,DIGITAL ENABLEMENT,4,MarTech,A/B & Multi-Variate Testing,,,2,,2
7909,78,DIGITAL ENABLEMENT,4,MarTech,Personalization & Targeting Engines,,,2,,2
7910,78,DIGITAL ENABLEMENT,4,MarTech,Digital Asset Management,,,2,,2
7911,78,DIGITAL ENABLEMENT,4,MarTech,E-Mail / Marketing Automation Platforms,,,2,,2
7912,78,DIGITAL ENABLEMENT,4,MarTech,Data Management Platforms (DMP),,,2,,2
7913,78,DIGITAL ENABLEMENT,4,MarTech,Social Marketing Platforms,,,2,,2
7914,78,DIGITAL ENABLEMENT,4,MarTech,<OTHER HERE>,,,2,,2
7915,78,DIGITAL ENABLEMENT,4,MarTech,<OTHER HERE>,,,2,,2
7916,78,DIGITAL ENABLEMENT,4,MarTech,<OTHER HERE>,,,2,,2
7917,78,DIGITAL ENABLEMENT,4,e-Commerce,Core E-Commerce Platforms,,,2,,2
7918,78,DIGITAL ENABLEMENT,4,e-Commerce,Subscription Engines,,,2,,2
7919,78,DIGITAL ENABLEMENT,4,e-Commerce,Product Information Management (PIM),,,2,,2
7920,78,DIGITAL ENABLEMENT,4,e-Commerce,Search Engine,,,2,,2
7921,78,DIGITAL ENABLEMENT,4,e-Commerce,<OTHER HERE>,,,2,,2
7922,78,DIGITAL ENABLEMENT,4,e-Commerce,<OTHER HERE>,,,2,,2
7923,78,DIGITAL ENABLEMENT,4,e-Commerce,<OTHER HERE>,,,2,,2
7924,78,DIGITAL ENABLEMENT,4,CRM,CRM,,,2,,2
7925,78,DIGITAL ENABLEMENT,4,ERP,ERP,,,2,,2
7926,78,DIGITAL ENABLEMENT,4,Cloud,Cloud,,,2,,2
7927,78,DIGITAL ENABLEMENT,4,Mobile,Native,,,2,,2
7928,78,DIGITAL ENABLEMENT,4,Mobile,Hybrid,,,2,,2
7929,78,DIGITAL ENABLEMENT,2,General,Platform Architecture Design & Definition,,,2,,2
7930,78,DIGITAL ENABLEMENT,2,General,Platform Evaluation & Selection,,,2,,2
7931,78,DIGITAL ENABLEMENT,2,General,Enterprise Architecture Design & Definition,,,2,,2
7932,78,DIGITAL ENABLEMENT,2,General,Buy vs. Build Assessments,,,2,,2
7933,78,DIGITAL ENABLEMENT,2,General,Functional Architecture Design & Definition,,,2,,2
7934,78,DIGITAL ENABLEMENT,2,General,Technical Integration Design & Implementation,,,2,,2
7935,78,DIGITAL ENABLEMENT,2,General,Technical Specification Documentation,,,2,,2
7936,78,DIGITAL ENABLEMENT,2,General,Java / J2EE Development,,,2,,2
7937,78,DIGITAL ENABLEMENT,2,General,C# / .Net Development,,,2,,2
7938,78,DIGITAL ENABLEMENT,2,General,Scripting Technologies (Specify),,,2,,2
7939,78,DIGITAL ENABLEMENT,2,General,"Mobile App Development (Hybrid/Native, Specify)",,,2,,2
7940,78,DIGITAL ENABLEMENT,2,General,E-Commerce Catalog Design & Definition,,,2,,2
7941,78,DIGITAL ENABLEMENT,2,General,End-to-End Testing,,,2,,2
7942,78,DIGITAL ENABLEMENT,2,General,Performance Testing,,,2,,2
7943,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Percolate (Campaign Planning),,,2,,2
7944,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Sprinklr (Campaign Planning),,,2,,2
7945,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Adobe Analytics (Campaign Optimization),,,2,,2
7946,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Tableau (Campaign Optimization),,,2,,2
7947,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Pardot (Campaign Optimization),,,2,,2
7948,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Salesforce (Leads),,,2,,2
7949,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Marketo (Leads /Campaign Planning),,,2,,2
7950,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Hubspot (Leads),,,2,,2
7951,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,SugarCRM (Leads),,,2,,2
7952,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Brightedge (SEO/SEM),,,2,,2
7953,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,MOZ (SEO/SEM),,,2,,2
7954,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Facebook Advertising/Engagement (Social),,,2,,2
7955,78,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Twitter Advertising/Engagement (Social),,,2,,2
7956,78,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Campaign planning campaign execution,,,2,,2
7957,78,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Lead management,,,2,,2
7958,78,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Order management Fulfillment,,,2,,2
7959,78,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,SEO/SEM,,,2,,2
7960,78,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Social,,,2,,2
7961,78,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Display,,,2,,2
7962,78,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Email marketing,,,2,,2
7963,78,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Multi-channel marketing,,,2,,2
7964,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Data Strategy,3,6,2,1 - Develop,2
7965,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Corporate Strategy,2,7,2,1 - Develop,2
7966,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Competitive Strategy,2,7,2,1 - Develop,2
7967,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Business Case Writing,1,9,2,3 - Accelerate,2
7968,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Product Development,1,8,1,3 - Accelerate,2
7969,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Project Management,1,9,1,3 - Accelerate,2
7970,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Program Management ,1,8,2,3 - Accelerate,2
7971,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership","Financial Analysis (DCF, NPV, ROI, Cost Benefit Analysis, Market Research)",2,7,2,2 - Engage,2
7972,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Sensitivity Analysis,3,6,2,1 - Develop,2
7973,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership","Go to Market (GTM Strategy, Outreach, RFP Response, SOW writing, Relationship Mgmt., Salesforce)",2,7,2,3 - Accelerate,2
7974,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Orals Experience,2,2 - Competent,2,1 - Develop,2
7975,79,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Recruiting,2,3 - Competent,2,1 - Develop,2
7976,79,CORE CONSULTING,1,Functional Experience,Public Speaking,1,8,2,2 - Engage,2
7977,79,CORE CONSULTING,1,Functional Experience,Product Management ,1,9,1,3 - Accelerate,2
7978,79,CORE CONSULTING,1,Functional Experience,Sales & Marketing,2,7,2,1 - Develop,2
7979,79,CORE CONSULTING,1,Functional Experience,Project Management,1,9,1,3 - Accelerate,2
7980,79,CORE CONSULTING,1,Functional Experience,Dev Ops,1,8,2,3 - Accelerate,2
7981,79,CORE CONSULTING,1,Functional Experience,Finance,2,7,2,1 - Develop,2
7982,79,CORE CONSULTING,1,Functional Experience,Operations,1,8,2,1 - Develop,2
7983,79,CORE CONSULTING,1,Functional Experience,HR,3,6,2,1 - Develop,2
7984,79,CORE CONSULTING,1,Functional Experience,Supply Chain & Inventory Management,3,6,2,1 - Develop,2
7985,79,CORE CONSULTING,1,Industry Vertical Experience,High Tech,1,8,2,1 - Develop,2
7986,79,CORE CONSULTING,1,Industry Vertical Experience,Financial Services,2,7,2,1 - Develop,2
7987,79,CORE CONSULTING,1,Industry Vertical Experience,Communications / Telecom,1,7,2,1 - Develop,2
7988,79,CORE CONSULTING,1,Industry Vertical Experience,Retail,1,7,2,1 - Develop,2
7989,79,CORE CONSULTING,1,Industry Vertical Experience,Healthcare & Life Sciences,3,6,2,1 - Develop,2
7990,79,CORE CONSULTING,1,Industry Vertical Experience,Media & Entertainment,2,7,2,1 - Develop,2
7991,79,CORE CONSULTING,1,Industry Vertical Experience,Manufacturing,3,6,2,1 - Develop,2
7992,79,CORE CONSULTING,1,Industry Vertical Experience,PubSec,1,7,2,1 - Develop,2
7993,79,CORE CONSULTING,1,Education,MBA,,,2,,2
7994,79,CORE CONSULTING,1,Education,<OTHER HERE>,,,2,,2
7995,79,CORE CONSULTING,1,Education,<OTHER HERE>,,,2,,2
7996,79,CORE CONSULTING,1,Education,<OTHER HERE>,,,2,,2
7997,79,PROGRAM MANAGEMENT,3,General,PMO,1,9,2,2 - Engage,2
7998,79,PROGRAM MANAGEMENT,3,General,Cross functional delivery management,1,9,2,3 - Accelerate,2
7999,79,PROGRAM MANAGEMENT,3,General,Organizational structure definition,1,9,2,3 - Accelerate,2
8000,79,PROGRAM MANAGEMENT,3,General,Process definition and improvement,2,7,2,2 - Engage,2
8001,79,PROGRAM MANAGEMENT,3,General,Risk management,2,7,2,1 - Develop,2
8002,79,PROGRAM MANAGEMENT,3,General,Communications management,1,10,2,3 - Accelerate,2
8003,79,PROGRAM MANAGEMENT,3,General,Project Management Structure ,1,8,2,1 - Develop,2
8004,79,PROGRAM MANAGEMENT,3,General,Program Documentation and Planning,1,8,2,2 - Engage,2
8005,79,PROGRAM MANAGEMENT,3,General,Technical Project Management,1,8,2,3 - Accelerate,2
8006,79,PROGRAM MANAGEMENT,3,General,RFP Development and Execution,2,7,2,1 - Develop,2
8007,79,PROGRAM MANAGEMENT,3,General,Budget Management ,2,6,2,1 - Develop,2
8008,79,PROGRAM MANAGEMENT,3,Execution Experience ,Kanban method,1,9,2,3 - Accelerate,2
8009,79,PROGRAM MANAGEMENT,3,Execution Experience ,Waterfall,1,8,2,3 - Accelerate,2
8010,79,PROGRAM MANAGEMENT,3,Execution Experience ,Water-gile (hybrid),1,8,2,3 - Accelerate,2
8011,79,PROGRAM MANAGEMENT,3,Execution Experience ,Offshore Delivery Model Experience (delivery role),1,8,2,3 - Accelerate,2
8012,79,PROGRAM MANAGEMENT,3,Execution Experience ,Offshore Delivery Model Experience (leadership role),1,8,2,3 - Accelerate,2
8013,79,PROGRAM MANAGEMENT,3,Execution Experience ,<OTHER HERE>,,,2,,2
8014,79,PROGRAM MANAGEMENT,3,Project Management Suites,VersionOne,3,,2,,2
8015,79,PROGRAM MANAGEMENT,3,Project Management Suites,Microsoft Project,1,8,2,3 - Accelerate,2
8016,79,PROGRAM MANAGEMENT,3,Project Management Suites,JIRA,1,8,2,3 - Accelerate,2
8017,79,PROGRAM MANAGEMENT,3,Certifications,PMP / Project Management Professional,,,2,,2
8018,79,PROGRAM MANAGEMENT,3,Certifications,PMI - ACP,,,2,,2
8019,79,PROGRAM MANAGEMENT,3,Certifications,Agile Scrum Alliance - Certified Scrum Master,1,9,1,3 - Accelerate,2
8020,79,PROGRAM MANAGEMENT,3,Certifications,Agile Scrum Alliance - Certified Product Owner,,,2,,2
8021,79,Product Management ,1,General Tools ,Rally ,1,8,2,3 - Accelerate,2
8022,79,Product Management ,1,General Tools ,Slack,2,7,2,1 - Develop,2
8023,79,Product Management ,1,General Tools ,Asana,2,7,2,1 - Develop,2
8024,79,Product Management ,1,General Tools ,Trello ,1,8,2,3 - Accelerate,2
8025,79,Product Management ,1,General Tools ,Visual Studio Online,1,9,2,,2
8026,79,Product Management ,1,Certifications ,SAFe Product Manager/Product Owner certification,2,7,2,3 - Accelerate,2
8027,79,Product Management ,1,Certifications ,SAFe Agilest,,,2,,2
8028,79,Product Management ,1,Certifications ,PMI - ACP,,,2,,2
8029,79,Product Management ,1,Certifications ,Certified Scrum Master/Product Owner,1,9,1,3 - Accelerate,2
8030,79,Product Management ,1,Certifications ,Certified Scrum Professional,,,2,,2
8031,79,Product Management ,1,Certifications ,Professional Scrum Master/Product Owner,,,2,,2
8032,79,Product Management ,1,Certifications ,<OTHER HERE>,,,2,,2
8033,79,Product Management ,1,Certifications ,<OTHER HERE>,,,2,,2
8034,79,Product Management ,3,General / UX Design,General,1,9,2,3 - Accelerate,2
8035,79,Product Management ,3,General / UX Design,General,3,,2,3 - Accelerate,2
8036,79,Product Management ,3,General / UX Design,General,1,8,2,3 - Accelerate,2
8037,79,Product Management ,3,General / UX Design,General,1,9,2,3 - Accelerate,2
8038,79,Product Management ,3,General / UX Design,General,1,8,2,3 - Accelerate,2
8039,79,Product Management ,3,General / UX Design,UX Design,1,8,2,3 - Accelerate,2
8040,79,Product Management ,3,General / UX Design,UX Design,1,8,2,3 - Accelerate,2
8041,79,Product Management ,3,General / UX Design,UX Design,1,8,2,3 - Accelerate,2
8042,79,Product Management ,3,General / UX Design,UX Design,1,8,2,3 - Accelerate,2
8043,79,Product Management ,3,Strategy & Execution,Product strategy,1,8,2,3 - Accelerate,2
8044,79,Product Management ,3,Strategy & Execution,KPI definition,1,8,2,3 - Accelerate,2
8045,79,Product Management ,3,Strategy & Execution,Requirements definition,1,8,2,3 - Accelerate,2
8046,79,Product Management ,3,Strategy & Execution,Requirements prioritization,1,9,2,3 - Accelerate,2
8047,79,Product Management ,3,Strategy & Execution,Road-mapping,1,9,2,3 - Accelerate,2
8048,79,Product Management ,3,Strategy & Execution,Backlog refinement,1,9,2,3 - Accelerate,2
8049,79,Product Management ,3,Strategy & Execution,Business Case Creation and Budget Management,1,9,2,3 - Accelerate,2
8050,79,DIGITAL ENABLEMENT,4,MarTech,Analytics,2,6,2,1 - Develop,2
8051,79,DIGITAL ENABLEMENT,4,MarTech,Content Management Systems,2,6,2,1 - Develop,2
8052,79,DIGITAL ENABLEMENT,4,MarTech,A/B & Multi-Variate Testing,2,6,2,1 - Develop,2
8053,79,DIGITAL ENABLEMENT,4,MarTech,Personalization & Targeting Engines,2,6,2,1 - Develop,2
8054,79,DIGITAL ENABLEMENT,4,MarTech,Digital Asset Management,2,6,2,1 - Develop,2
8055,79,DIGITAL ENABLEMENT,4,MarTech,E-Mail / Marketing Automation Platforms,2,6,2,1 - Develop,2
8056,79,DIGITAL ENABLEMENT,4,MarTech,Data Management Platforms (DMP),2,6,2,1 - Develop,2
8057,79,DIGITAL ENABLEMENT,4,MarTech,Social Marketing Platforms,2,6,2,1 - Develop,2
8058,79,DIGITAL ENABLEMENT,4,MarTech,<OTHER HERE>,,,2,,2
8059,79,DIGITAL ENABLEMENT,4,MarTech,<OTHER HERE>,,,2,,2
8060,79,DIGITAL ENABLEMENT,4,MarTech,<OTHER HERE>,,,2,,2
8061,79,DIGITAL ENABLEMENT,4,e-Commerce,Core E-Commerce Platforms,2,6,2,1 - Develop,2
8062,79,DIGITAL ENABLEMENT,4,e-Commerce,Subscription Engines,2,6,2,1 - Develop,2
8063,79,DIGITAL ENABLEMENT,4,e-Commerce,Product Information Management (PIM),2,6,2,1 - Develop,2
8064,79,DIGITAL ENABLEMENT,4,e-Commerce,Search Engine,2,6,2,1 - Develop,2
8065,79,DIGITAL ENABLEMENT,4,e-Commerce,<OTHER HERE>,,,2,,2
8066,79,DIGITAL ENABLEMENT,4,e-Commerce,<OTHER HERE>,,,2,,2
8067,79,DIGITAL ENABLEMENT,4,e-Commerce,<OTHER HERE>,,,2,,2
8068,79,DIGITAL ENABLEMENT,4,CRM,CRM,2,6,2,1 - Develop,2
8069,79,DIGITAL ENABLEMENT,4,ERP,ERP,1,8,2,0 - Avoid,2
8070,79,DIGITAL ENABLEMENT,4,Cloud,Cloud,1,7,2,3 - Accelerate,2
8071,79,DIGITAL ENABLEMENT,4,Mobile,Native,1,7,2,3 - Accelerate,2
8072,79,DIGITAL ENABLEMENT,4,Mobile,Hybrid,1,7,2,3 - Accelerate,2
8073,79,DIGITAL ENABLEMENT,2,General,Platform Architecture Design & Definition,1,7,2,3 - Accelerate,2
8074,79,DIGITAL ENABLEMENT,2,General,Platform Evaluation & Selection,3,6,2,3 - Accelerate,2
8075,79,DIGITAL ENABLEMENT,2,General,Enterprise Architecture Design & Definition,3,6,2,3 - Accelerate,2
8076,79,DIGITAL ENABLEMENT,2,General,Buy vs. Build Assessments,3,6,2,1 - Develop,2
8077,79,DIGITAL ENABLEMENT,2,General,Functional Architecture Design & Definition,1,7,2,3 - Accelerate,2
8078,79,DIGITAL ENABLEMENT,2,General,Technical Integration Design & Implementation,3,6,2,0 - Avoid,2
8079,79,DIGITAL ENABLEMENT,2,General,Technical Specification Documentation,3,6,2,0 - Avoid,2
8080,79,DIGITAL ENABLEMENT,2,General,Java / J2EE Development,3,6,2,0 - Avoid,2
8081,79,DIGITAL ENABLEMENT,2,General,C# / .Net Development,3,6,2,0 - Avoid,2
8082,79,DIGITAL ENABLEMENT,2,General,Scripting Technologies (Specify),3,6,2,0 - Avoid,2
8083,79,DIGITAL ENABLEMENT,2,General,"Mobile App Development (Hybrid/Native, Specify)",3,6,2,0 - Avoid,2
8084,79,DIGITAL ENABLEMENT,2,General,E-Commerce Catalog Design & Definition,3,6,2,0 - Avoid,2
8085,79,DIGITAL ENABLEMENT,2,General,End-to-End Testing,1,9,2,3 - Accelerate,2
8086,79,DIGITAL ENABLEMENT,2,General,Performance Testing,1,7,2,3 - Accelerate,2
8087,79,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Percolate (Campaign Planning),3,6,2,1 - Develop,2
8088,79,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Sprinklr (Campaign Planning),3,6,2,1 - Develop,2
8089,79,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Adobe Analytics (Campaign Optimization),3,6,2,3 - Accelerate,2
8090,79,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Tableau (Campaign Optimization),3,6,2,3 - Accelerate,2
8091,79,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Pardot (Campaign Optimization),3,6,2,1 - Develop,2
8092,79,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Salesforce (Leads),3,6,2,1 - Develop,2
8093,79,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Marketo (Leads /Campaign Planning),3,6,2,1 - Develop,2
8094,79,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Hubspot (Leads),3,6,2,1 - Develop,2
8095,79,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,SugarCRM (Leads),3,6,2,1 - Develop,2
