id,emp id,core comp,categ,tool_cap,skills,exp,Level,cert,interest,
10691,97,DIGITAL ENGAGEMENT & OPERATIONS,1,DIGITAL ENGAGEMENT & OPERATIONS,Twitter Advertising/Engagement (Social),3,6,2,0 - Avoid,2
10692,97,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Campaign planning campaign execution,3,6,2,1 - Develop,2
10693,97,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Lead management,3,6,2,0 - Avoid,2
10694,97,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Order management Fulfillment,1,7,2,1 - Develop,2
10695,97,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,SEO/SEM,3,6,2,0 - Avoid,2
10696,97,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Social,3,6,2,0 - Avoid,2
10697,97,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Display,3,6,2,0 - Avoid,2
10698,97,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Email marketing,1,7,2,1 - Develop,2
10699,97,DIGITAL ENGAGEMENT & OPERATIONS,3,DIGITAL ENGAGEMENT & OPERATIONS,Multi-channel marketing,3,6,2,0 - Avoid,2
10700,98,CORE CONSULTING,1,"Core Consulting, Finance, Leadership",Data Strategy,1,8,2,2 - Engage,2
